comment_id,video_id,author_channel_id,comment_text,comment_date,like_count,clean_text,word_count,language,confidence,topic_id
UgzbY_e_Yo61pFLmiTJ4AaABAg,CR6zXU0eixw,UC9mFBHKgohhN2B9ox8toKmQ,What if they happen to come up in different places on the body and then disappear,2025-08-07T13:01:07Z,0,What if they happen to come up in different places on the body and then disappear,16,en,0.9999961008145452,1
Ugwr67JlrY_q5PCrgVB4AaABAg,CR6zXU0eixw,UCYrCrHs5eWH3hy9zIBzCSLg,Thank you thank you thank you thank you sooooo much I just learned what im allergic to now thank you if you’re wondering I’m allergic to cherrys and Avacados,2025-07-18T01:48:15Z,1,Thank you thank you thank you thank you sooooo much I just learned what im allergic to now thank you if you’re wondering I’m allergic to cherrys and Avacados,29,en,0.8571396583474685,0
Ugz2F4lk65v5Hm4bwmd4AaABAg,CR6zXU0eixw,UCdaCSebqsCABXUtZT910nnQ,And what about stress?,2025-07-12T05:27:11Z,0,And what about stress?,4,en,0.9999986619981944,1
Ugynw4pdfNzY88jsjml4AaABAg,CR6zXU0eixw,UCKxr-MHo2Ph5N_S116_4dwA,I have that problem more than 3yrs,2025-04-26T18:34:02Z,0,I have that problem more than 3yrs,7,en,0.9999958417893304,1
UgwH9n0A1qLg7PKxpV54AaABAg,CR6zXU0eixw,UC21fWbqCaYbhW3BDw03BfqQ,I have Allergeies so that's the bumps,2025-04-03T22:14:54Z,0,I have Allergeies so that's the bumps,7,en,0.9999959466536666,3
UgyKnQji5LnmVTFxaON4AaABAg,CR6zXU0eixw,UCh6Zbk3VEHF-SMvFwYpbgkg,"Not necessarily, it can also be an internal imbalance in particular liver/ gallbladder",2025-02-13T07:44:48Z,5,"Not necessarily, it can also be an internal imbalance in particular liver/ gallbladder",13,en,0.9999961179465726,17
UgxPZg-HfGpv4UG1uSF4AaABAg,CR6zXU0eixw,UChDvB2aWJvaHqFDVXljpxIg,I got hives but I don’t know where I got them from-,2024-10-18T04:41:08Z,1,I got hives but I don’t know where I got them from-,12,en,0.9999986067939466,0
UgwrI-fetsB41md14q54AaABAg,CR6zXU0eixw,UCqodpylVun36j_Bo5At9CVg,"In my nose tribunales getting large due to it, I suffering from improper breathing problem at night,, what is solution tell me sir",2024-08-04T12:10:08Z,1,"In my nose tribunales getting large due to it, I suffering from improper breathing problem at night,, what is solution tell me sir",23,en,0.9999966928276144,0
Ugz0IRPKGWlXAQpcQ7V4AaABAg,CR6zXU0eixw,UCVjWMP5sIhWB3CwjTrFbQvg,its all over me pls,2024-07-29T13:10:17Z,1,its all over me pls,5,en,0.9999952152806088,1
UgxE8Q3B223nR2FvZOR4AaABAg,CR6zXU0eixw,UCCtHPpJVNxnZv0sYxk9heGQ,I get hives when i get in contact with cold air or water but it disappear as soon as my body temperature comes to normal can i have a permanent solution for this or some precautions which i can take to avoid hives,2024-07-26T16:17:00Z,3,I get hives when i get in contact with cold air or water but it disappear as soon as my body temperature comes to normal can i have a permanent solution for this or some precautions which i can take to avoid hives,43,en,0.9999965942730245,0
Ugx6L7uT28oGeqKQIQF4AaABAg,CR6zXU0eixw,UCe7123zLPsVPHF-9hzm_l2w,"I had really really really REALLY bad hives, I think it’s from having a big ass ego and going to get back a ball near pointy spikey trees",2024-07-21T18:27:25Z,0,"I had really really really REALLY bad hives, I think it’s from having a big ass ego and going to get back a ball near pointy spikey trees",28,en,0.99999793424329,0
UgzNxDC05kgguRmZQVp4AaABAg,CR6zXU0eixw,UCpn9fK63VIyQO8p6UdGkzEA,Bro i got hive and i got so hesitant to scratch it,2024-07-20T04:57:18Z,1,Bro i got hive and i got so hesitant to scratch it,12,en,0.999997090169512,0
UgxKtrCwcQKE28Y2YLh4AaABAg,CR6zXU0eixw,UC8BAjPPcnihsqMiWeGpOSMw,try bendratyl i had hives and i took it cuz of allergy,2024-06-23T13:55:17Z,0,try bendratyl i had hives and i took it cuz of allergy,12,en,0.9999965870434452,0
UgyryU0Xqm5S5zNqsnR4AaABAg,CR6zXU0eixw,UCB0ZERun4eq681G7lq_J3KQ,What do you think of Zolaire injection?,2024-06-01T16:42:57Z,0,What do you think of Zolaire injection?,7,en,0.9999982689929334,4
Ugz9M1w9UB4wtvQpWD94AaABAg,CR6zXU0eixw,UCcBSyOoYnDrAsoBeR7IPDWg,A dumb mosquito gave me hives now i burn all their nests,2024-04-07T16:58:50Z,41,A dumb mosquito gave me hives now i burn all their nests,12,en,0.9999972048936948,0
UgxLVT3ovU60Etvx0Bl4AaABAg,CR6zXU0eixw,UCOEubQo7ur4wqZoBrnT6v1w,"Why did an orgasm make my gf hives come back significantly??? 😞 She stayed the night with me at my house in my bed then it got her. She came back a week later and now it's 2 weeks later and it's still residual? I visited her late one night about 1.5 weeks into the outbreak, gave her a happy ending at her place and then BAMB. It came back to some degree and she asked me to leave? 😞 help!",2024-02-13T02:05:41Z,9,"Why did an orgasm make my gf hives come back significantly??? She stayed the night with me at my house in my bed then it got her. She came back a week later and now it's 2 weeks later and it's still residual? I visited her late one night about 1.5 weeks into the outbreak, gave her a happy ending at her place and then BAMB. It came back to some degree and she asked me to leave? help!",79,en,0.9999964014640668,0
UgxxFYG6mT3ZnAobQDJ4AaABAg,CR6zXU0eixw,UC0KwOWZVGgSdIVzia3E6GlQ,I’m only getting them in the middle of the night pretty bad I have had extensive blood work done last weeek I haven’t heard back from the doctor why ?? I use to have Anjodemia lip swelling hives welts 14 years ago I saw a allergist nothing wrong blood work nothing wrong I was told to take allergy medicine then disappeared I got sick in December covid I think and a week later I noticed hives small on my arm not bad just as I was beginning to feel better then went away . Them just last week welts not all over but painful itching I’m to scared to take Claritin I’ve never taken it before I’m afraid of fast heartbeat I spoke to the pharmacist and she told me based on my medication it’s safe to take to scared to take I took Benedryl but that made me feel so out of it it worked fast but left me anxious and drowsy I’m getting tired of these Hives why am I getting them I’ve lost my appetite so down about this my skin reacts to cold and And at work my hands break out a little reaction to cold just like that my doctor told me there is nothing to do just live with this I’m tired of this no one has any answers for me she didn’t even push for blood work I pushed for blood work now just waiting … I want to see a allergy specialist but I need a referral from my doctor she is not good does anyone have any suggestions please help me when will this stop,2024-02-02T23:43:16Z,7,I’m only getting them in the middle of the night pretty bad I have had extensive blood work done last weeek I haven’t heard back from the doctor why ?? I use to have Anjodemia lip swelling hives welts 14 years ago I saw a allergist nothing wrong blood work nothing wrong I was told to take allergy medicine then disappeared I got sick in December covid I think and a week later I noticed hives small on my arm not bad just as I was beginning to feel better then went away . Them just last week welts not all over but painful itching I’m to scared to take Claritin I’ve never taken it before I’m afraid of fast heartbeat I spoke to the pharmacist and she told me based on my medication it’s safe to take to scared to take I took Benedryl but that made me feel so out of it it worked fast but left me anxious and drowsy I’m getting tired of these Hives why am I getting them I’ve lost my appetite so down about this my skin reacts to cold and And at work my hands break out a little reaction to cold just like that my doctor told me there is nothing to do just live with this I’m tired of this no one has any answers for me she didn’t even push for blood work I pushed for blood work now just waiting … I want to see a allergy specialist but I need a referral from my doctor she is not good does anyone have any suggestions please help me when will this stop,274,en,0.9999975822806776,0
UgwO0bIwY7eup31ziF94AaABAg,CR6zXU0eixw,UCQv7N9Rfi1Ud3yGLxOYjdHQ,What if it’s internal if that makes sense I need an accurate answer I been DYING to know wgat is causing these days on end uncontrollable itching and needle like stabs everywhere on my skin💀 but no hives visible AT ALL😭 shi has me confused on if I’m dying orrr?,2024-01-23T09:14:03Z,2,What if it’s internal if that makes sense I need an accurate answer I been DYING to know wgat is causing these days on end uncontrollable itching and needle like stabs everywhere on my skin but no hives visible AT ALL shi has me confused on if I’m dying orrr?,50,en,0.9999970120861942,0
UgxTRmIYUAy4QFOu_Ut4AaABAg,CR6zXU0eixw,UC_aCiep1qG6-NJHpi9xNxSA,How to get rid of hives?plz tell any home remedies,2024-01-07T10:12:07Z,13,How to get rid of hives?plz tell any home remedies,10,en,0.999996938090252,0
UgwYetmu29ev2rWr_xN4AaABAg,CR6zXU0eixw,UCxwvfN-jFQ0B8gRj5SG8TXw,"I get hives approximately on every Sunday, can anyone give any suggestion on it? I don't have any trigger around me but it still appears",2023-12-31T06:45:24Z,6,"I get hives approximately on every Sunday, can anyone give any suggestion on it? I don't have any trigger around me but it still appears",25,en,0.9999950875079812,0
UgyjaxnL9YpOIvScHaJ4AaABAg,CR6zXU0eixw,UCkASxCUeMKrNPMD91cljsNA,Mine was thyroid t4 histimines fighting my hormones. What a nightmare!,2023-12-27T04:27:43Z,11,Mine was thyroid t4 histimines fighting my hormones. What a nightmare!,11,en,0.999994565131878,1
Ugx7aWyZbvat-hhCxXN4AaABAg,CR6zXU0eixw,UC3izclxdLpFag4pev4oQAHw,COVID boosters cause them,2023-11-14T01:44:32Z,0,COVID boosters cause them,4,en,0.9999987802354972,12
UgwiAvuYPX4CRIfcPnF4AaABAg,CR6zXU0eixw,UCVxq0ZUIphMyqm6rZYWSe6Q,Mine is tropical strength mosquito spray,2023-10-06T08:49:24Z,1,Mine is tropical strength mosquito spray,6,en,0.999997153497829,21
UgxkhN-NJaooVdLWVyF4AaABAg,CR6zXU0eixw,UCLTHJKmn5jFIscDKXNM06_A,Hey doc i also get hives due to fruzolidone how can i treat it bcoz with the help of medication of a month it is not going away,2023-10-02T13:27:50Z,0,Hey doc i also get hives due to fruzolidone how can i treat it bcoz with the help of medication of a month it is not going away,28,en,0.999994219028572,0
Ugz-kECqOF3ocq1wO394AaABAg,CR6zXU0eixw,UC1xCy-mw1Ri1rMR1mIPkZbA,"I’ve got them but I don’t have allergies, I’ve had them for longer than 24h and they’re getting annoying",2023-09-26T16:45:38Z,0,"I’ve got them but I don’t have allergies, I’ve had them for longer than 24h and they’re getting annoying",19,en,0.9999958555185512,0
UgxvzxNaXfLXCl2XgIB4AaABAg,CR6zXU0eixw,UCy28bz4GmWh2ns58YN_wIIg,"I want to use this medium to thank Doctor iyhere Herbal naturals on YouTube, I used his herbal medication and it cured me completely. 🥰",2023-09-15T12:48:59Z,0,"I want to use this medium to thank Doctor iyhere Herbal naturals on YouTube, I used his herbal medication and it cured me completely.",24,en,0.9999987201662348,Outlier
Ugxd_wcI1ZpEFNxlI7Z4AaABAg,CR6zXU0eixw,UCaxF1PH8sNoXXwlyfSY1ntw,"So after hives, I had gotten DEX shot on my hip about hour and half, I had gotten throbbing blood pumping or nerve pumping contraction like severe pain!!!! What cause that please????",2023-09-04T15:06:38Z,0,"So after hives, I had gotten DEX shot on my hip about hour and half, I had gotten throbbing blood pumping or nerve pumping contraction like severe pain!!!! What cause that please????",32,en,0.9999962177026764,0
UgxtuEgv1OIsULZhG894AaABAg,CR6zXU0eixw,UCjPeu5ytX0I2eh7riJcD3Nw,Done all of that and nothing works even got xolair shots and a colonoscopy. Nothing works!,2023-08-25T14:50:52Z,8,Done all of that and nothing works even got xolair shots and a colonoscopy. Nothing works!,16,en,0.999998249079153,16
Ugx6oiuyz0kNCYmy6d54AaABAg,CR6zXU0eixw,UCxP0FFAezfewRUe6eE3W3vA,"After I removed all the floor carpet , my hives gone by 90 percent. But during rainy season, I still get it.",2023-08-12T16:33:11Z,36,"After I removed all the floor carpet , my hives gone by 90 percent. But during rainy season, I still get it.",22,en,0.9999963238350944,0
UgyipmOe7XhSWF1Ki6F4AaABAg,CR6zXU0eixw,UC7-IoR1uugqHghg7lDS7Q6A,I always randomly get hives but they just disappear within 30 minutes,2023-08-04T20:58:14Z,107,I always randomly get hives but they just disappear within 30 minutes,12,en,0.9999956061340308,0
Ugzz-EoFATI87hQ8FxR4AaABAg,CR6zXU0eixw,UCehnX9trT4J9czkPgW4gLFA,"I get hives from time to time. I've always thought they came from dehydration 🤷🏽‍♂️
they usually come and go pretty random. this time they're sticking around and have been for the past few days.",2023-07-03T01:27:28Z,4,I get hives from time to time. I've always thought they came from dehydration they usually come and go pretty random. this time they're sticking around and have been for the past few days.,34,en,0.9999966981608204,0
Ugw2YAb_rJfBL1AA7wR4AaABAg,CR6zXU0eixw,UCdTGcpiePOAqQ-eVkj3glkQ,Does allergy shots can be helpful in hives or urticaria?,2023-06-04T04:31:51Z,3,Does allergy shots can be helpful in hives or urticaria?,10,en,0.9999967064563624,0
UgyvzQB8XEtZ4btGFaR4AaABAg,CR6zXU0eixw,UCSmGoqgrSV-_EEpaJQOuy9Q,What if you have eczema and you got it and you were swimming in salt water and cloreen what would happen because I got it because of that and I’m being dramatic and feels like I’m gonna die it itches so badly😂😂😂😂😢😢😢😂😢😢😢😢😢😢😂😂😂😂😂😢😢😢😢,2023-06-01T05:17:01Z,1,What if you have eczema and you got it and you were swimming in salt water and cloreen what would happen because I got it because of that and I’m being dramatic and feels like I’m gonna die it itches so badly,42,en,0.9999957125612472,Outlier
UgwPU5jP1q1OHsY5p2J4AaABAg,CR6zXU0eixw,UCQVsdbZHo6UqYqBYWqjvNwA,Thank you doctor,2023-05-17T03:12:09Z,8,Thank you doctor,3,en,0.999995660424768,6
UgyqA8M3s1-mqzPCcVp4AaABAg,CR6zXU0eixw,UCPHxsaFWuNSyjzeYTXsowiw,"Woke up one day with a massive one in between my fingers, the next day 2 massive ones in my arm, now thsi gigantic one on my leg??? They look like bites and are extremely irritating and itchy",2023-05-13T06:04:41Z,1,"Woke up one day with a massive one in between my fingers, the next day 2 massive ones in my arm, now thsi gigantic one on my leg??? They look like bites and are extremely irritating and itchy",38,en,0.9999965378481918,21
UgwLs35C5EsTeJmXEVF4AaABAg,CR6zXU0eixw,UCc-J3mr4mZrgV5rinjkyjGg,I woke up last night with three on my face a part of my lip swollen and a huge one on my hip..the face ones were hard lumps. I bought Claritin ..hope it works.,2023-05-05T19:46:23Z,1,I woke up last night with three on my face a part of my lip swollen and a huge one on my hip..the face ones were hard lumps. I bought Claritin ..hope it works.,34,en,0.9999968374231109,2
UgztCne5PVWMomikANp4AaABAg,CR6zXU0eixw,UCJAt0uA4xsdzZXxYqiKt0XQ,Parasites 🦠 inside can cause hives also. I started a parasite cleanse and I don’t get hives anymore,2023-04-29T16:24:45Z,3,Parasites inside can cause hives also. I started a parasite cleanse and I don’t get hives anymore,17,en,0.9999949080091984,0
Ugx-nUnjStElbzZfoqB4AaABAg,CR6zXU0eixw,UCZlKhIQCdWR-inAoSpAeBTw,So Allegra then,2023-04-06T12:18:44Z,0,So Allegra then,3,en,0.9999977248718144,Outlier
Ugw_JHPF7wcHwxA2BRV4AaABAg,CR6zXU0eixw,UC1W7pij3Zil-NZ-8X6hSMuA,Tysm ur actually helping me bc Im have an allergic reaction rn and I think it's hives,2023-04-05T03:15:20Z,2,Tysm ur actually helping me bc Im have an allergic reaction rn and I think it's hives,17,en,0.9999986750443683,0
UgwjfSRIFpS6qH1nPod4AaABAg,CR6zXU0eixw,UCH4QbL7WLNk1ed91dbF-1vQ,The saddest thing is there's no other comments and you're the first one 😂,2023-03-17T16:20:02Z,8,The saddest thing is there's no other comments and you're the first one,13,en,0.9999974508481206,Outlier
UgyohmkFhtXucGCOXOp4AaABAg,tFXZCdSoTvE,UCG_cHcQeVsddf59VHwVfBCA,"Whos here?
I found a cure for this hives in our country. Just a few days and its all gone. This we called ""ACAPULCO PLANT"" and thered plenty here in our country.. If someone wants it too, Reply here and i will give you more leaves and promise it will helps you..

By the way, im from Philippines",2026-02-21T08:27:38Z,0,"Whos here? I found a cure for this hives in our country. Just a few days and its all gone. This we called ""ACAPULCO PLANT"" and thered plenty here in our country.. If someone wants it too, Reply here and i will give you more leaves and promise it will helps you.. By the way, im from Philippines",58,en,0.999998233254044,0
UgzoiZYs7NZjIwK9Xcx4AaABAg,tFXZCdSoTvE,UClTGjlEtHTvJIwL-IdnIlZw,"John 3:16 ESV
[16]  “For God so loved the world, that he gave his only Son, that whoever believes in him should not perish but have eternal life. 

🤔We know Jesus Died On The Cross but Do We Really Know Why?

THIS IS THE GOSPEL

Saved By Grace🤍❤️‍🩹

Hi Iam a 16 years old saved by Jesus Christ's Grace by dying on the cross. I accepted Him as my saviour and my life had changed.Heart became repentant and I'm not the old me.Iam not perfect I still fall short everyday but whenever I sin I feel this great ""Conviction"" within me,that makes me to hate ""Sin"".

But How Can We Be Saved?
❤️‍🩹This is is what I've learned From My Lord.

💯JESUS ALONE is the only way to HEAVEN(SALVATION).

🩶Your Good Works(Mabubuting Gawa) Cannot Save You Or Lead You To Heaven.

🩶Your Religion Cannot Save You Or Lead You To Heaven.

💛ONLY Jesus CAN SAVE YOU AND LEAD YOU TO HEAVEN.

💭If hindi tayo masasave ng good works natin anong ibig-sabihin ng James 2:24?

❤️‍🔥James 2:24(ESV)
You see that a person is justified by works and not by faith alone.

●This doesn't contradict the truth that Jesus is The Only Way To Heaven but rather supports
it.

●If we will illustrate this it will be like this:

✅️Saving Faith in Jesus=Salvation(Eternal Life)+Good Works

""NOT""

❌️Saving Faith in Jesus +Good Works=Salvation(Eternal Life)

💭Can You See The Difference????

❤️‍🔥Luke 5:32
New International Version
I have not come to call the righteous, but sinners to repentance.”

Remember✔️
💯Jesus came not to call those who think they are good enough to save themselves but to call those who can humbly admit that they arre a sinner and that they need a savior(Jesus) because they can never save themselves.......

.......

⚫️If you really genuinely accept Christ As Your Lord and Savior,then(after) you will produced good works and this good works indicates that you are borned again(Being a new creation in Christ/Being different from your old self in a way that is NOT FORCED.(Stated in John 3:3)

❤️‍🔥John 3:3 states, ""Jesus answered and said to him, ""Truly, truly, I say to you, unless one is born again, he cannot see the kingdom of God"".

✅️That's why it is called ""BEARING FRUIT""
because YOU CANNOT FORCE A TREE TO BEAR A FRUIT,BUT RATHER IT WILL COME TO PASS THAT THE TREE WOULD NATURALLY BEAR FRUIT.(Stated in Galatians 5:22-23)

❤️‍🔥Galatians 5:22-23
New International Version
22 But the fruit of the Spirit is love, joy, peace, forbearance, kindness, goodness, faithfulness, 23 gentleness and self-control. Against such things there is no law

-Just like what is stated in those verses that ""Accepting and Having A Real,Genuine Christ Changes you"",NOT THE EITHER WAY AROUND.


🤍And......THIS BIBLE VERSE:
🥰Ephesians 2:8-9,says it all

❤️‍🔥Ephesians 2:8-9 states that salvation is by grace through faith, not a result of our own works, so that no one can boast

💛This Is The Good News That Is Given To Us!!!!
💯(It is called this way because ""It's Too Good To Be True Yet It Is True"")

❤️‍🔥Romans 5:6-8
New International Version
6 You see, at just the right time, when we were still powerless, Christ died for the ungodly. 7 Very rarely will anyone die for a righteous person, though for a good person someone might possibly dare to die. 8 But God demonstrates his own love for us in this: While we were still sinners, Christ died for us.

♡Jesus is willing to forgive and accept you,so would you come to him and accept him??💭

■You are not forced to believe but I need to tell you this for your soul's sake because I Love You and Jesus Loves You More🫶🤍


Source:)
---->Bible Verses;From The Bible App❤️‍🔥",2026-02-19T13:52:28Z,0,"John 3:16 ESV [16] “For God so loved the world, that he gave his only Son, that whoever believes in him should not perish but have eternal life. We know Jesus Died On The Cross but Do We Really Know Why? THIS IS THE GOSPEL Saved By Grace Hi Iam a 16 years old saved by Jesus Christ's Grace by dying on the cross. I accepted Him as my saviour and my life had changed.Heart became repentant and I'm not the old me.Iam not perfect I still fall short everyday but whenever I sin I feel this great ""Conviction"" within me,that makes me to hate ""Sin"". But How Can We Be Saved? This is is what I've learned From My Lord. JESUS ALONE is the only way to HEAVEN(SALVATION). Your Good Works(Mabubuting Gawa) Cannot Save You Or Lead You To Heaven. Your Religion Cannot Save You Or Lead You To Heaven. ONLY Jesus CAN SAVE YOU AND LEAD YOU TO HEAVEN. If hindi tayo masasave ng good works natin anong ibig-sabihin ng James 2:24? James 2:24(ESV) You see that a person is justified by works and not by faith alone. ●This doesn't contradict the truth that Jesus is The Only Way To Heaven but rather supports it. ●If we will illustrate this it will be like this: Saving Faith in Jesus=Salvation(Eternal Life)+Good Works ""NOT"" Saving Faith in Jesus +Good Works=Salvation(Eternal Life) Can You See The Difference???? Luke 5:32 New International Version I have not come to call the righteous, but sinners to repentance.” Remember Jesus came not to call those who think they are good enough to save themselves but to call those who can humbly admit that they arre a sinner and that they need a savior(Jesus) because they can never save themselves....... ....... If you really genuinely accept Christ As Your Lord and Savior,then(after) you will produced good works and this good works indicates that you are borned again(Being a new creation in Christ/Being different from your old self in a way that is NOT FORCED.(Stated in John 3:3) John 3:3 states, ""Jesus answered and said to him, ""Truly, truly, I say to you, unless one is born again, he cannot see the kingdom of God"". That's why it is called ""BEARING FRUIT"" because YOU CANNOT FORCE A TREE TO BEAR A FRUIT,BUT RATHER IT WILL COME TO PASS THAT THE TREE WOULD NATURALLY BEAR FRUIT.(Stated in Galatians 5:22-23) Galatians 5:22-23 New International Version 22 But the fruit of the Spirit is love, joy, peace, forbearance, kindness, goodness, faithfulness, 23 gentleness and self-control. Against such things there is no law -Just like what is stated in those verses that ""Accepting and Having A Real,Genuine Christ Changes you"",NOT THE EITHER WAY AROUND. And......THIS BIBLE VERSE: Ephesians 2:8-9,says it all Ephesians 2:8-9 states that salvation is by grace through faith, not a result of our own works, so that no one can boast This Is The Good News That Is Given To Us!!!! (It is called this way because ""It's Too Good To Be True Yet It Is True"") Romans 5:6-8 New International Version 6 You see, at just the right time, when we were still powerless, Christ died for the ungodly. 7 Very rarely will anyone die for a righteous person, though for a good person someone might possibly dare to die. 8 But God demonstrates his own love for us in this: While we were still sinners, Christ died for us. ♡Jesus is willing to forgive and accept you,so would you come to him and accept him?? ■You are not forced to believe but I need to tell you this for your soul's sake because I Love You and Jesus Loves You More Source:) ---->Bible Verses;From The Bible App",621,en,0.9999973032533388,Outlier
Ugz5owvcfbYgOu0MXdN4AaABAg,tFXZCdSoTvE,UCgauKAEfOPpWXy14_O90Y3A,I have it right now,2026-02-19T08:42:34Z,0,I have it right now,5,en,0.9999944934890418,11
