comment_id,video_id,author_channel_id,comment_text,comment_date,like_count,clean_text,word_count,language,confidence
UgxX6T9HCToDsd3VoiJ4AaABAg,tFXZCdSoTvE,UCnCYPSw55SGQVIeJPtsBwww,Ha khujli ho rahi hai kaise thik kare batao na 😭😭,2025-07-30T19:31:45Z,0,Ha khujli ho rahi hai kaise thik kare batao na,10,sw,0.9999978207587783
UgzAzueIeULQjGybTh14AaABAg,tFXZCdSoTvE,UCJO2Jsact-jBdVYvxq-RRMA,Solution? Please explain 😭,2025-07-28T14:48:48Z,0,Solution? Please explain,3,fr,0.8571384976228443
UgxR_Em22k9_F2CEyX54AaABAg,tFXZCdSoTvE,UC0nreTdN17TDopk2c7VmMOg,Whaaaaaahhh I got a itchy in my skin😭,2025-07-05T12:07:50Z,0,Whaaaaaahhh I got a itchy in my skin,8,so,0.9999993675813058
UgzcUQ8vtRyAhmumsJJ4AaABAg,tFXZCdSoTvE,UCok0_b0TNS9aFW0e40Ba5Vg,Ilaj b bta dain aur parhaiz b,2025-06-02T01:49:34Z,0,Ilaj b bta dain aur parhaiz b,7,lv,0.8571397572554567
UgyX459dtla_IBKz3hJ4AaABAg,tFXZCdSoTvE,UCIUY1CC9GhKJzosr97wYMMw,"Eczema: am i a joke to you?
Goose Bumps: am i a joke to you?
Chicken Pox: am i a joke to you?",2025-04-26T16:53:38Z,2,Eczema: am i a joke to you? Goose Bumps: am i a joke to you? Chicken Pox: am i a joke to you?,23,hr,0.8571382754464796
UgyU22gv1IR93uzMLqR4AaABAg,tFXZCdSoTvE,UCJoMjd23EBKced2gU8q_l7A,Everytime i get injured I get hives,2025-02-09T21:36:27Z,0,Everytime i get injured I get hives,7,da,0.9999924259791539
Ugw1XrmD9vKZU1swkHF4AaABAg,tFXZCdSoTvE,UCGewa79f2xcXAzXKKjrsLTA,Hindi mai bolo jab ham ko samjh aaigi,2025-02-05T09:58:00Z,0,Hindi mai bolo jab ham ko samjh aaigi,8,so,0.8571401065351509
UgzqCRcoZui8BlWiWcJ4AaABAg,tFXZCdSoTvE,UCYU1Bj9y3o2RPZzNDJVXAYw,Hojaynimga huddi shunaqa narsa bir necha yildan buyon bezovta qiladi davosi bormi,2024-12-24T16:33:18Z,0,Hojaynimga huddi shunaqa narsa bir necha yildan buyon bezovta qiladi davosi bormi,12,so,0.9999976414260546
Ugw1OyHVqLQST2TW3PJ4AaABAg,eOhlKhI9Tbk,UC0l48jY6mtLDTAQHemTRKDA,What do I do I feel like I’m being stabbed,2024-10-28T19:29:11Z,8,What do I do I feel like I’m being stabbed,10,af,0.9999954373671596
Ugxdadt9VlBuJWbbfDJ4AaABAg,Lv1khyF5oJs,UCkBQ122ZELLcqPHLyc8P4ZQ,Hawa kha sakte hai ma'am,2026-02-17T08:57:49Z,0,Hawa kha sakte hai ma'am,5,sw,0.9999975580364014
UgzwQhh5v2UVH9Z3SGt4AaABAg,Lv1khyF5oJs,UCHum_X6vWCwPo1kutKVDPNg,Drink water enn parnjal pore,2025-10-12T08:19:17Z,0,Drink water enn parnjal pore,5,af,0.9999962446142736
UgwztOuwuN0QRm3SFfF4AaABAg,Lv1khyF5oJs,UCcCihibtiD5cGCcAyfBVGjg,"Urticaria se 100 saal me maut ✅
Parhez se 3 din me maut 💀",2025-05-23T12:57:20Z,9,Urticaria se 100 saal me maut Parhez se 3 din me maut,12,ro,0.9999951131974452
Ugx1GqHBUlgxMWTT7Yd4AaABAg,AxWIzlnsTos,UCUDPqDK3KN4YHc9gw8RtP_A,looks like a sun allergy,2025-04-14T23:47:32Z,0,looks like a sun allergy,5,et,0.9999979796598806
UgwuW6wkq7QYgr7JlmZ4AaABAg,fUi_8NEuMqs,UCSJDM7QcXDycoDDl1D0mgSw,Antihistamines are a joke,2025-07-22T20:40:26Z,0,Antihistamines are a joke,4,fi,0.8571401273424896
UgyBJvzoCTK2F6ajbRt4AaABAg,fUi_8NEuMqs,UCY0SM4dgnhT9ps6uqqrqy8w,So Allegra is stronger than zertek is it?,2023-07-09T11:26:14Z,2,So Allegra is stronger than zertek is it?,8,nl,0.9999940894768191
Ugz-E-SfPOhkhfR3Az54AaABAg,vH_KYstYgos,UCFF_9_G3SZKAvugdVishbGQ,Thanks  Dr. Maurer... 🙋‍♀️🙋‍♀️,2022-06-28T12:12:42Z,1,Thanks Dr. Maurer...,3,de,0.9999950973442048
UgzEFWEVt-N78QlfuPd4AaABAg,FvRg7T6Enzw,UCjWiM_O-eQhnwJ4D9s5Y6hA,Felt like  i fell for a scam,2025-10-16T19:39:55Z,0,Felt like i fell for a scam,7,no,0.9999957500780038
Ugxv06VJq1SKiwfMnWh4AaABAg,FvRg7T6Enzw,UCMpiwIOHE_W_80_JmkaF0PQ,very well said good video thanks,2022-07-15T07:15:58Z,1,very well said good video thanks,6,af,0.857140774640353
Ugw8fpDNVocmNe0V8xZ4AaABAg,FvRg7T6Enzw,UC12jsqtvjeOSpKyCCt19m0w,nanna akka nigu kuda skin problem ede dr health bagge inform  madthini,2022-07-12T08:08:25Z,0,nanna akka nigu kuda skin problem ede dr health bagge inform madthini,12,et,0.8571383903650575
Ugx_7DVslSNpwwbFset4AaABAg,_dVVso5uhNE,UCANl429r2Q8zh5acAaFOdFA,Chacha pheni nk wala,2025-12-19T16:38:47Z,0,Chacha pheni nk wala,4,sw,0.9999964277904198
UgwkofbjF0hSxnrjndN4AaABAg,_dVVso5uhNE,UC1L3pB44t9ZvLQsr2T5_mnA,Sir winter me hota hai. 10 saal se. Bahar Jane pe. Thand se nahi bahar Jane pe. Har dawa homeopathy le chuka rusthox bhi,2025-11-19T03:36:50Z,0,Sir winter me hota hai. 10 saal se. Bahar Jane pe. Thand se nahi bahar Jane pe. Har dawa homeopathy le chuka rusthox bhi,24,id,0.857140163234235
UgxR3kfqm6Tls9Uv_tp4AaABAg,_dVVso5uhNE,UCgBWAV9BOXghnLTrc6BVAjg,One month hoo gaye  kabhi kabhi ho rha haiii,2025-10-21T22:01:40Z,2,One month hoo gaye kabhi kabhi ho rha haiii,9,so,0.9999975096114004
UgwYAIVBHfRI3sy_r5t4AaABAg,_dVVso5uhNE,UCD2MAvnL-6bWCDlnEmYpA-Q,Mujhe bhi urtecaria hai face sy nishan nhi ja rahi bilkul Pura face kharab hogaya koi elaj ?,2025-10-07T08:13:49Z,0,Mujhe bhi urtecaria hai face sy nishan nhi ja rahi bilkul Pura face kharab hogaya koi elaj ?,18,so,0.8571391002274352
UgzsoCig9SjaJGe5nrV4AaABAg,_dVVso5uhNE,UCjI_ITGB5pfRufTcr6MW08w,Maine bhi badam milk kal piya aur immediately mujhe urticaria ho gaya,2025-07-07T13:58:29Z,0,Maine bhi badam milk kal piya aur immediately mujhe urticaria ho gaya,12,id,0.9999944949929572
Ugwo29CXgqkTiE6bC0t4AaABAg,_dVVso5uhNE,UCRuExl028iI3W6To6MvgKEQ,Mujhe dadore horae hai sujan k dadore,2025-06-18T07:37:19Z,1,Mujhe dadore horae hai sujan k dadore,7,pt,0.9999968406056337
UgwwMjq_79MBjqcq2lN4AaABAg,_dVVso5uhNE,UCA7d3QGxQy2hYwHLpspEYUQ,Kaju ki vaja sa bhi hoskta ha kya sir,2025-04-06T02:36:41Z,1,Kaju ki vaja sa bhi hoskta ha kya sir,9,sw,0.857139255107398
UgxwqVoxUqZd3yLRzg54AaABAg,7ivlBKuUdOY,UCUWk_F_TL2dl_OL5Ve4A78g,Yung atin ko may . Itchy,2025-06-29T15:13:33Z,0,Yung atin ko may . Itchy,6,tl,0.9999970391860472
UgzcDqO3y85YGdo6cG14AaABAg,7ivlBKuUdOY,UCAWyMg1di_QGTaHWGaqIA9g,Bhai tu इंडियन h😂😂😂,2024-04-22T10:45:33Z,1,Bhai tu इंडियन h,4,id,0.999994147607433
Ugxn2GJAxy-xnGilwvR4AaABAg,7ivlBKuUdOY,UCykAjHu01t_nFJfnyXC57eg,Gk ngerti ngomong apa padahal materinya sprt bagus,2023-08-15T09:28:15Z,0,Gk ngerti ngomong apa padahal materinya sprt bagus,8,id,0.9999939122434505
UgypHcG-XZ8vI0jeDv14AaABAg,mj-TSp3MaP0,UCKRtBjT2s8RCStr9T9khNSA,Zindagi inhi par tiki hai aur tumne sab mana kar diya😂,2026-02-15T05:14:05Z,0,Zindagi inhi par tiki hai aur tumne sab mana kar diya,11,id,0.857138797119155
Ugwl_Pxt_SxT-m4CukN4AaABAg,mj-TSp3MaP0,UC_rOofMTDQYW6cgrRFmUMhQ,Kya khaye toh,2026-02-02T02:11:24Z,1,Kya khaye toh,3,so,0.9999984083188999
UgyVjfXt5Dpu4gBH_pZ4AaABAg,mj-TSp3MaP0,UCc85oD_M9KPqByQN0eFQqXg,Ande hi uball rha tha😢,2025-10-15T12:13:14Z,4,Ande hi uball rha tha,5,cy,0.8571401143595512
UgxD_ohUfaoIWimXhxt4AaABAg,mj-TSp3MaP0,UCaR6yGYkR4K9LM6ZkI1JNxA,Marjaw kya Bina kuch khai,2025-05-30T13:00:34Z,40,Marjaw kya Bina kuch khai,5,sw,0.9999966454453497
UgxabI0fzZ-MN_fp5214AaABAg,mj-TSp3MaP0,UC8IXGyuCfnh9pUu5tgxXpYg,Gajar kha skti hu kya 🥺🥺,2025-03-27T12:52:23Z,1,Gajar kha skti hu kya,5,sw,0.8571413237621082
Ugx6DjhJ16BHPjPJqhp4AaABAg,mj-TSp3MaP0,UCQh25zBn5vpPRj65GKpVMEw,Sab to mna  he kr diya ..jinda kase rhega bechara😂😂,2025-02-27T15:26:30Z,4,Sab to mna he kr diya ..jinda kase rhega bechara,10,so,0.8571379957014705
UgwXqxr315MYKL31-gt4AaABAg,mj-TSp3MaP0,UC4bbAEeqJVTBEjyIJN5aGog,Sir ispe ek detail me video banaye iske bahut patient aate hai ❤ please,2025-02-08T11:26:48Z,1,Sir ispe ek detail me video banaye iske bahut patient aate hai please,13,af,0.8571386110755608
UgzGSRtW8uOrDrvs-T54AaABAg,mj-TSp3MaP0,UCQT5z5ZGJ_6WVYXtSYe-hag,Urticaria se bhale na mare but malnutrition se jarur mar jaega tamatar Bina kon si dish banti h bechara khaega kya,2025-02-07T15:22:15Z,7,Urticaria se bhale na mare but malnutrition se jarur mar jaega tamatar Bina kon si dish banti h bechara khaega kya,21,id,0.9999983211900276
UgwV2CXvIjNeSpk_nxB4AaABAg,3lD3PJ3Q47M,UCmyTXQJvTlnMEgm0Q1-rVdg,Nie znam angielskiego,2024-12-08T12:55:14Z,0,Nie znam angielskiego,3,pl,0.9999987197922813
UgxFjiyRfCccidlrPgZ4AaABAg,ha4tzDBbV2M,UCV3CYtTX0gTw99gIrE9yTZQ,Dr please urticaria medicine suggest me,2025-10-29T04:07:30Z,0,Dr please urticaria medicine suggest me,6,ro,0.9999946765750246
Ugxt7hSuA_47vvQ3Cwh4AaABAg,ha4tzDBbV2M,UC_WH6Yf7Y4desCIUUSCr1VQ,problima ko ito ngayon pati paa ko mayron na sobrang kati buong hita ko tapos leeg😢,2025-08-28T14:37:21Z,0,problima ko ito ngayon pati paa ko mayron na sobrang kati buong hita ko tapos leeg,16,tl,0.9999982414821316
UgwoV1F7KwlGrKZBHWF4AaABAg,ha4tzDBbV2M,UCtcxgVxrwVPNDQMlJU6Pbxw,Colloidal Silver ❤.,2025-01-29T00:11:39Z,0,Colloidal Silver .,3,it,0.9999965892045644
UgwEKoS-_KeKKCZF-pl4AaABAg,ha4tzDBbV2M,UCsMz9lPh_qFsW0bDbxWYYlg,Ano ang mabisang gamot sa hives o kaki2 sa katawan,2024-09-18T10:10:28Z,2,Ano ang mabisang gamot sa hives o kaki2 sa katawan,10,tl,0.9999970796532867
UgzDEp6GyEWUFoDfmDd4AaABAg,ha4tzDBbV2M,UCc206G2445qYtWgIQFUct6w,"Sa mga sakit uminom k lng dami ng tamang tubig, laging mag exercise,kumain ng gulay at prutas, mag detox ng katawan like lemon or ginger , iwas an mga oily fried , at mga salty food Gagaling  ka tyak laging mag pray naku pagagalingin ka",2023-07-10T07:48:31Z,37,"Sa mga sakit uminom k lng dami ng tamang tubig, laging mag exercise,kumain ng gulay at prutas, mag detox ng katawan like lemon or ginger , iwas an mga oily fried , at mga salty food Gagaling ka tyak laging mag pray naku pagagalingin ka",45,tl,0.9999968298655182
Ugy4P9xsOOWtY0TzSgp4AaABAg,ha4tzDBbV2M,UCra8tyXJHtmGJSMrsT1NE4w,Lagi akong may ganyan nung Bata ako pero nung lumaki na ako medyo nabawasan na pag sobrng init at sobrng lamig sila lumalabas,2023-07-04T07:53:11Z,0,Lagi akong may ganyan nung Bata ako pero nung lumaki na ako medyo nabawasan na pag sobrng init at sobrng lamig sila lumalabas,23,tl,0.999998711013053
UgwlcAIcpMRnthaUhXB4AaABAg,ha4tzDBbV2M,UCH8qbEHTKBV_T7vrppbtsGA,Hanggang ngayon hindi pa nawawala ang pangangati q at pamamantal ng buong katawan q,2023-04-30T08:38:31Z,0,Hanggang ngayon hindi pa nawawala ang pangangati q at pamamantal ng buong katawan q,14,tl,0.9999968553770912
UgznFZX1EcO6-y_jj0F4AaABAg,ha4tzDBbV2M,UCQgKSN-zPQJ1RX407_9ibyg,Ako din umpisa na vaccine nagsilabasan na ito.bwesit na vacxine yan,2023-04-14T05:08:36Z,0,Ako din umpisa na vaccine nagsilabasan na ito.bwesit na vacxine yan,11,tl,0.9999981502005963
UgyVdZTDRV9mpJ2RSG14AaABAg,ha4tzDBbV2M,UCVGCJ_igpMo0I-_2HU8wazA,Thank youuuu so much Doc,2022-07-04T23:53:28Z,2,Thank youuuu so much Doc,5,so,0.857142480254041
Ugwqiog_FJF_IHZhSiZ4AaABAg,xfdmXbApA0o,UCooz7Z7Tt5pd_l4sY-MN4Vg,I have aquagenic Pruritus 😭,2026-02-16T16:33:13Z,1,I have aquagenic Pruritus,4,ca,0.999995817018001
UgwF2aU4cVphvxf5Nol4AaABAg,xfdmXbApA0o,UCuVNrZhU4Z8zGwhTipnQGYA,I have aquagenic urticaria,2025-05-18T11:35:43Z,0,I have aquagenic urticaria,4,ca,0.9999954076012841
UgxiEs2dUOOUr6IAdeB4AaABAg,xfdmXbApA0o,UCJbQRBnJ3RUu0Hw5ZkUuhYQ,So do I or??,2025-05-06T21:17:28Z,0,So do I or??,4,pt,0.9999937153121006
UgyG3BzocPj3N8dIk-J4AaABAg,GaQOx0YCKN4,UCFge7FkSTasEiCkqhEh-ugA,Dermatalogist ke pass jane ke baad bhi is problem ka koi solution nahi mila,2025-07-29T06:53:46Z,1,Dermatalogist ke pass jane ke baad bhi is problem ka koi solution nahi mila,14,et,0.9999944517876544
UgxuwCCV9xkQUgLENUZ4AaABAg,GaQOx0YCKN4,UCvKmPszBLxCM2AsZSYFsU4A,నాకు ఇలాగనే దద్దుర్లు వస్తున్నాయి హెవీగా,2025-07-21T14:11:35Z,0,నాకు ఇలాగనే దద్దుర్లు వస్తున్నాయి హెవీగా,5,te,0.9999999999894479
Ugw1EXznpCzupfJa5th4AaABAg,GaQOx0YCKN4,UC8ULHcx2uYavk0BcOqqFmsQ,Teblet Tel ma'am,2025-05-09T16:14:49Z,2,Teblet Tel ma'am,3,ca,0.9999960023806276
Ugw4Dmp5yG9G6I0whUR4AaABAg,21k_2uDRmxc,UCfLkSIRqLlEKcNu_I1qqsFQ,Hallo..aku dari indonesia.apakah aku boleh meminta bantuan untuk obat ini?,2024-01-15T15:27:27Z,1,Hallo..aku dari indonesia.apakah aku boleh meminta bantuan untuk obat ini?,10,id,0.9999985487603986
UgyFMQa2-9gBByX9Q-x4AaABAg,21k_2uDRmxc,UCW8RFntMDOR_yf43nuSJQ2A,Bravo 👏 you make it,2022-05-31T20:35:16Z,0,Bravo you make it,4,sk,0.8571370086994621
UgwmBenXD1w2v2GbSHp4AaABAg,21k_2uDRmxc,UC2MZw5SQ3jinQhFyGbBx-6w,Yeet i had hives in october 2018,2020-06-27T13:56:38Z,0,Yeet i had hives in october 2018,7,sv,0.8571412781339962
UgxGgemElP9R3Su_Vrd4AaABAg,TW0cRgdnP_k,UCG452TXrLqCQ-c9fYeHA-Cg,i get dis after having beer  :(((,2020-07-24T08:42:11Z,0,i get dis after having beer :(((,7,da,0.9999974292978809
UgzuGWee_zo4BpxMng94AaABAg,7bqd0J7FQOM,UCevpLWcuqqYicqb48ejCk3A,Eppdi tha eeukku ..aaloe  vera use panna sere aguma....pls reply,2025-07-03T02:33:34Z,2,Eppdi tha eeukku ..aaloe vera use panna sere aguma....pls reply,10,et,0.9999966058259457
UgyIWn0F_R0ivmf2ZtR4AaABAg,7bqd0J7FQOM,UCHUBtYgY8ZtRILSevmF2RBA,I have  hives😢😢😢😢😢😢😢😢it  never  stop,2025-06-18T23:54:16Z,6,I have hivesit never stop,5,da,0.856918872734774
Ugzmri4W4CHKffbhQp14AaABAg,7bqd0J7FQOM,UCM-_u1M2Glve18zGgaIUcUA,Aloe Vera will get good ??,2025-04-09T12:44:13Z,2,Aloe Vera will get good ??,6,af,0.9999941314541072
UgyCRHZKzWyElsJQRBN4AaABAg,m8YGH02c5_U,UCDYMeLzQG5KocC2JsfPR5Fw,1 gram ?,2026-01-25T12:17:39Z,1,1 gram ?,3,hr,0.9999938237419852
UgyNAuZgbfT_fn-zl454AaABAg,m8YGH02c5_U,UCaX-8XP0uhoI4GQGs7tqp_A,Kitna purana gur chahiye,2026-01-04T06:00:00Z,0,Kitna purana gur chahiye,4,tl,0.8571399739459259
UgycSCpxHb3ZgQRQnSd4AaABAg,m8YGH02c5_U,UCn5qZOG3An_NowfUT1C1qMA,Garmi NH marega kya,2025-05-24T10:54:19Z,1,Garmi NH marega kya,4,so,0.9999947888011704
UgzDUVoF5U1kpCPbORp4AaABAg,m8YGH02c5_U,UCq_Y-H3N4PN2Rd_ZiEwnQBQ,Sir tinia ke liye sahi hai kya ye,2024-08-09T05:24:02Z,3,Sir tinia ke liye sahi hai kya ye,8,sw,0.8571405151192362
Ugx-r0gHnJNpUVZ1mHp4AaABAg,VKzbmPRmBAM,UCzCJYd4muMOKJeUp5Vq97Eg,😢😢😢 kaise thik hoga ?,2024-02-04T02:42:48Z,1,kaise thik hoga ?,4,et,0.9999957023625221
UgzBqglyVAD-jElJqVp4AaABAg,VKzbmPRmBAM,UCu4eSRfwRkNP9wvv5xFvxPg,egg seems fine for me,2023-04-12T22:04:21Z,3,egg seems fine for me,5,no,0.9999928845511535
Ugyw2UPrfGDEPBCuJ294AaABAg,MESWScd6pkw,UCO28puBe7arvuC7LjzU2veA,I m getting urticaria due to medication plz suggest medicine,2025-02-25T15:51:08Z,0,I m getting urticaria due to medication plz suggest medicine,10,it,0.9999949409188649
UgxR7ifKn1YfjsLOHHF4AaABAg,_GbCND566-M,UCgv4WoduZI3m3Nv2yUFEqsw,"जैसे ही सर्दी शुरू होती है मुझे कोलीनरिजिक यूटिकेरिया हो जाता है। जब शरीर का तापमान अचानक बदलता है या जैसे ही हम धूप में जाते हैं या जब अचानक stress या excitement होती है या जब कोई फिजिकल वर्क करता हु या जब मैं गर्म या मसालेदार भोजन लेता हूं तो अचानक पूरे शरीर में ऐसा लगता है जैसे कुछ केमिकल रिलीज़ हो रहा हो और तुरंत बर्दाश्त न होने वाली तेज सुई चुभने जैसा महसूस होता है, और पूरे शरीर पर छोटे दाने से निकल आते हैं, और 5-10 मिनट बाद सब सामान्य हो जाते हैं और गर्मी के मौसम में ये बिमारी गायब हो जाती हैं। यह मुझे लगभग 5 सालों से है। please koyi ilaz bataye",2026-02-06T09:49:48Z,2,"जैसे ही सर्दी शुरू होती है मुझे कोलीनरिजिक यूटिकेरिया हो जाता है। जब शरीर का तापमान अचानक बदलता है या जैसे ही हम धूप में जाते हैं या जब अचानक stress या excitement होती है या जब कोई फिजिकल वर्क करता हु या जब मैं गर्म या मसालेदार भोजन लेता हूं तो अचानक पूरे शरीर में ऐसा लगता है जैसे कुछ केमिकल रिलीज़ हो रहा हो और तुरंत बर्दाश्त न होने वाली तेज सुई चुभने जैसा महसूस होता है, और पूरे शरीर पर छोटे दाने से निकल आते हैं, और 5-10 मिनट बाद सब सामान्य हो जाते हैं और गर्मी के मौसम में ये बिमारी गायब हो जाती हैं। यह मुझे लगभग 5 सालों से है। please koyi ilaz bataye",120,hi,0.9999975040916883
Ugx2ZfO5V1lsvXqcmeV4AaABAg,9AIIoKCzvPE,UC9Tgu1bjmcRrKVZ1fpI57ZA,"Sir actually mujhe 3,4 saal se aisa urticaria hai jisme body ko rub krne se hives ho jate hai ya pressure se thoda hath lagane se urticaria ho jate hai aur dust ke partical jab contact mein aate hai tab urticaria ho jate pls bataye m kya kru kaise theek kru koi drne vali baat too nhi hai ya m sirf avoid kru jisse allergy ho rhi h",2025-08-25T07:27:35Z,8,"Sir actually mujhe 3,4 saal se aisa urticaria hai jisme body ko rub krne se hives ho jate hai ya pressure se thoda hath lagane se urticaria ho jate hai aur dust ke partical jab contact mein aate hai tab urticaria ho jate pls bataye m kya kru kaise theek kru koi drne vali baat too nhi hai ya m sirf avoid kru jisse allergy ho rhi h",68,et,0.8571406974111395
UgwyhCapuiXnuQ9OI254AaABAg,9AIIoKCzvPE,UC3O56Ituo57b3YuiBFJoW9Q,"Mujhe 18 yrs se hai,,,
Aajtak malum NAHI huwa kyun hoti hai,,,",2025-04-17T04:12:51Z,4,"Mujhe 18 yrs se hai,,, Aajtak malum NAHI huwa kyun hoti hai,,,",12,sw,0.9999967910430839
Ugz089plQwYyWkkDhOB4AaABAg,9AIIoKCzvPE,UCvLgr--jYmTFvnRYPvq_TkA,Kya rajgira ke laddu khane se urticaria trigger hota hai .. please bataye,2024-11-24T14:17:29Z,0,Kya rajgira ke laddu khane se urticaria trigger hota hai .. please bataye,13,id,0.9999982063710089
UgxDu55gGplTFqnQb_J4AaABAg,9AIIoKCzvPE,UCgQ5DnsbroRV-AxMBcbh0ug,Sir mujha 4 saal se ye Cholinergic urticaria h kya karu kuch samajh nhi araha hai please reply,2023-11-03T09:17:47Z,13,Sir mujha 4 saal se ye Cholinergic urticaria h kya karu kuch samajh nhi araha hai please reply,18,id,0.8571398273779707
UgwTszAUaVMK8iv92w54AaABAg,9AIIoKCzvPE,UCG6jE_IT3Gayo2xRRo2b2nQ,Milk product yani milk bhi avoid Krna hai??,2023-03-01T10:41:17Z,4,Milk product yani milk bhi avoid Krna hai??,8,id,0.9999951881577114
UgyznVrG7VIU-563xRh4AaABAg,39VJaoq0URA,UCwaZ_1KRc7Li2ozPx_fNvrg,ஒருவரிடம் இருந்து மற்றொருவருக்கு பரவக்கூடிய வியாதியா இது  plz reply sir எனக்கு இருக்கு எனது குழந்தைக்கு தொற்றுமா  பயமா இருக்கு,2024-09-21T03:14:52Z,2,ஒருவரிடம் இருந்து மற்றொருவருக்கு பரவக்கூடிய வியாதியா இது plz reply sir எனக்கு இருக்கு எனது குழந்தைக்கு தொற்றுமா பயமா இருக்கு,16,ta,0.999999996961821
UgwW3CeCW6bIQiGkq8x4AaABAg,1fB3cYvxIKE,UCsugE4yZpRXB7oCj4USbdYA,Sir మా బాబు కి 5ఇయర్స్ నుండి cronik urticaria తో చాలా బాధ పడుతున్నాడు హోమోపతి వాడిన తగ్గటం లేదు ఏమి చేయాలో చెప్పండి సార్,2023-02-07T12:57:55Z,3,Sir మా బాబు కి 5ఇయర్స్ నుండి cronik urticaria తో చాలా బాధ పడుతున్నాడు హోమోపతి వాడిన తగ్గటం లేదు ఏమి చేయాలో చెప్పండి సార్,20,te,0.9999999993392035
UgwCrD457-nC8pAzxXt4AaABAg,UxGQNMUVRgM,UChk8i-kt6sUEGsaaedRpHzw,Ben je nederlands ???,2023-03-06T10:24:01Z,0,Ben je nederlands ???,4,nl,0.9999950376949216
Ugwe5QP2gJJHMWIOUXZ4AaABAg,UxGQNMUVRgM,UC5hESNbWro7P-1USpURgx9Q,Nasobrahan sa mantika yan kaya genyan nag karoon den ako nyan kumain ako ng mamantika,2022-11-23T00:27:52Z,0,Nasobrahan sa mantika yan kaya genyan nag karoon den ako nyan kumain ako ng mamantika,15,tl,0.9999968256206353
Ugy2DmnndkAdpLpM3Cl4AaABAg,UxGQNMUVRgM,UCftXzoNHR8iEcopZicmQe9g,"Saribadyasavam arishtam , Haridrakhandam , guggulu thikthaka khwatham.  Ayurvedic",2022-09-02T06:48:42Z,0,"Saribadyasavam arishtam , Haridrakhandam , guggulu thikthaka khwatham. Ayurvedic",9,id,0.9999948667210962
UgyrDsIRMb8--a6bMzB4AaABAg,UxGQNMUVRgM,UC74JI4y6Y0CvalID8RQhDig,Help Iam Disturbed 🥺🥺🥺,2022-04-25T11:20:23Z,1,Help Iam Disturbed,3,de,0.9999936805950481
UgwxbVYLaBK3GbGqI5F4AaABAg,UxGQNMUVRgM,UCmD3l5aWRcz3AJOpzK2MCEw,Whenever I ate egg I'll get hives,2022-03-25T03:48:44Z,1,Whenever I ate egg I'll get hives,7,no,0.9999950364314323
Ugxfu8dnmM7K5ZJe0PJ4AaABAg,UxGQNMUVRgM,UC_eUx0ndygMHOdI-tWk4z1Q,"DRINK ALOT WATER DONT ITCH YOUR SKIN,",2021-11-07T08:53:45Z,0,"DRINK ALOT WATER DONT ITCH YOUR SKIN,",7,so,0.9999947278057235
